location;time_of_measurement;counted_pedestrians;type;incidents
Rathausgasse, Freiburg;2020-01-06 18:02:33 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 18:03:20 +0100;10;regular;""
Rathausgasse, Freiburg;2020-01-06 18:09:01 +0100;24;regular;""
Rathausgasse, Freiburg;2020-01-06 18:14:42 +0100;18;regular;""
Rathausgasse, Freiburg;2020-01-06 18:19:34 +0100;9;regular;""
Rathausgasse, Freiburg;2020-01-06 18:19:50 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 18:22:28 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 18:22:55 +0100;14;regular;""
Rathausgasse, Freiburg;2020-01-06 18:28:53 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 18:34:48 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 18:34:49 +0100;19;regular;""
Rathausgasse, Freiburg;2020-01-06 18:39:53 +0100;8;regular;""
Rathausgasse, Freiburg;2020-01-06 18:43:47 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 18:48:51 +0100;11;regular;""
Rathausgasse, Freiburg;2020-01-06 18:54:50 +0100;14;regular;""
Rathausgasse, Freiburg;2020-01-06 18:59:37 +0100;17;regular;""
Rathausgasse, Freiburg;2020-01-06 19:04:59 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-06 19:09:07 +0100;15;regular;""
Rathausgasse, Freiburg;2020-01-06 19:14:53 +0100;7;regular;""
Rathausgasse, Freiburg;2020-01-06 19:18:12 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-06 19:24:29 +0100;10;regular;""
Rathausgasse, Freiburg;2020-01-06 19:29:55 +0100;15;regular;""
Rathausgasse, Freiburg;2020-01-06 19:34:27 +0100;15;regular;""
Rathausgasse, Freiburg;2020-01-06 19:38:40 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 19:39:47 +0100;11;regular;""
Rathausgasse, Freiburg;2020-01-06 19:44:51 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-06 19:49:41 +0100;7;regular;""
Rathausgasse, Freiburg;2020-01-06 19:54:55 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-06 19:58:51 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-06 20:04:18 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-06 20:07:16 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 20:09:29 +0100;10;regular;""
Rathausgasse, Freiburg;2020-01-06 20:13:47 +0100;11;regular;""
Rathausgasse, Freiburg;2020-01-06 20:17:15 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 20:29:13 +0100;12;regular;""
Rathausgasse, Freiburg;2020-01-06 20:29:13 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 20:33:55 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 20:37:49 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 20:39:44 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 20:43:05 +0100;9;regular;""
Rathausgasse, Freiburg;2020-01-06 20:48:16 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 20:48:56 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 20:53:39 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 20:53:44 +0100;13;regular;""
Rathausgasse, Freiburg;2020-01-06 20:59:31 +0100;7;regular;""
Rathausgasse, Freiburg;2020-01-06 21:00:55 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 21:02:27 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-06 21:08:17 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 21:14:44 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-06 21:19:22 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 21:29:20 +0100;8;regular;""
Rathausgasse, Freiburg;2020-01-06 21:34:05 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-06 21:39:37 +0100;10;regular;""
Rathausgasse, Freiburg;2020-01-06 21:42:54 +0100;9;regular;""
Rathausgasse, Freiburg;2020-01-06 21:49:46 +0100;8;regular;""
Rathausgasse, Freiburg;2020-01-06 21:49:46 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 21:52:30 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 21:58:55 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 22:04:34 +0100;8;regular;""
Rathausgasse, Freiburg;2020-01-06 22:18:05 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 22:22:07 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 22:26:20 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 22:38:29 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 22:44:52 +0100;7;regular;""
Rathausgasse, Freiburg;2020-01-06 22:52:24 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-06 22:58:06 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-06 23:02:15 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 23:07:09 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 23:17:11 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-06 23:28:39 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-06 23:31:37 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-06 23:38:36 +0100;7;regular;""
Rathausgasse, Freiburg;2020-01-06 23:52:34 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 00:08:10 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-07 00:11:02 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 00:18:36 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 00:30:32 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 00:39:52 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 00:39:52 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 00:55:42 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 01:08:41 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 01:25:16 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 01:41:01 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 02:28:51 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 05:23:38 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-07 05:31:19 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 05:42:27 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 05:54:12 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 05:57:06 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 06:04:45 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 06:05:44 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 06:17:49 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 06:22:50 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 06:29:46 +0100;4;regular;""
Rathausgasse, Freiburg;2020-01-07 06:39:48 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-07 06:43:59 +0100;4;regular;""
Rathausgasse, Freiburg;2020-01-07 06:48:32 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-07 06:52:47 +0100;4;regular;""
Rathausgasse, Freiburg;2020-01-07 06:57:24 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 06:57:25 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 07:02:23 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-07 07:09:31 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 07:14:37 +0100;5;regular;""
Rathausgasse, Freiburg;2020-01-07 07:20:57 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 07:24:44 +0100;6;regular;""
Rathausgasse, Freiburg;2020-01-07 07:29:35 +0100;7;regular;""
Rathausgasse, Freiburg;2020-01-07 07:34:02 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 07:34:53 +0100;9;regular;""
Rathausgasse, Freiburg;2020-01-07 07:35:00 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 07:39:52 +0100;16;regular;""
Rathausgasse, Freiburg;2020-01-07 07:43:57 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 07:44:49 +0100;10;regular;""
Rathausgasse, Freiburg;2020-01-07 07:49:39 +0100;20;regular;""
Rathausgasse, Freiburg;2020-01-07 07:54:24 +0100;26;regular;""
Rathausgasse, Freiburg;2020-01-07 07:59:26 +0100;12;regular;""
Rathausgasse, Freiburg;2020-01-07 08:04:59 +0100;10;regular;""
Rathausgasse, Freiburg;2020-01-07 08:09:36 +0100;12;regular;""
Rathausgasse, Freiburg;2020-01-07 08:13:18 +0100;8;regular;""
Rathausgasse, Freiburg;2020-01-07 08:19:56 +0100;12;regular;""
Rathausgasse, Freiburg;2020-01-07 08:22:49 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 08:24:47 +0100;9;regular;""
Rathausgasse, Freiburg;2020-01-07 08:27:50 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 08:29:23 +0100;23;regular;""
Rathausgasse, Freiburg;2020-01-07 08:34:04 +0100;17;regular;""
Rathausgasse, Freiburg;2020-01-07 08:34:16 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-07 08:38:27 +0100;11;regular;""
Rathausgasse, Freiburg;2020-01-07 08:44:58 +0100;10;regular;""
Rathausgasse, Freiburg;2020-01-07 08:46:27 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 08:49:16 +0100;19;regular;""
Rathausgasse, Freiburg;2020-01-07 08:54:25 +0100;2;regular;""
Rathausgasse, Freiburg;2020-01-07 08:54:52 +0100;19;regular;""
Rathausgasse, Freiburg;2020-01-07 08:58:01 +0100;1;regular;""
Rathausgasse, Freiburg;2020-01-07 08:59:53 +0100;29;regular;""
Rathausgasse, Freiburg;2020-01-07 09:02:17 +0100;3;regular;""
Rathausgasse, Freiburg;2020-01-07 09:04:57 +0100;27;regular;""
